,speech,date,president,charindex,target,wordcount,context
2592,178,1969-01-14 00:00:00,Lyndon B. Johnson,755,poverty,4435,"... could be. Most of the great events in his Presidency are part of a larger sequence extending back through several years and extending back through several other administrations. Urban unrest, poverty, pressures on welfare, education of our people, law enforcement and law and order, the continuing crisis in the Middle East, the conflict in Vietnam, the dangers of nuclear war, the great ..."
2593,178,1969-01-14 00:00:00,Lyndon B. Johnson,7647,poverty,4435,"... our children and their families from the costs of catastrophic illness. As we pass on from medicine, I think nothing is clearer to the Congress than the commitment that the Congress made to end poverty. Congress expressed it well, I think, in 1964, when they said: ""It is the policy of the United States to eliminate the paradox of poverty in the midst of plenty in this nation."" This is the ..."
2594,178,1969-01-14 00:00:00,Lyndon B. Johnson,7785,poverty,4435,"... Congress than the commitment that the Congress made to end poverty. Congress expressed it well, I think, in 1964, when they said: ""It is the policy of the United States to eliminate the paradox of poverty in the midst of plenty in this nation."" This is the richest nation in the world. The antipoverty program has had many achievements. It also has some failures. But we must not cripple it ..."
2595,178,1969-01-14 00:00:00,Lyndon B. Johnson,7883,poverty,4435,"... think, in 1964, when they said: ""It is the policy of the United States to eliminate the paradox of poverty in the midst of plenty in this nation."" This is the richest nation in the world. The antipoverty program has had many achievements. It also has some failures. But we must not cripple it after only 3 years of trying to solve the human problems that have been with us and have been ..."
2596,178,1969-01-14 00:00:00,Lyndon B. Johnson,8193,poverty,4435,"... of trying to solve the human problems that have been with us and have been building up among us for generations. I believe the Congress this year will want to improve the administration of the poverty program by reorganizing portions of it and transferring them to other agencies. I believe, though, it will want to continue, until we have broken the back of poverty, the efforts we are now ..."
2597,178,1969-01-14 00:00:00,Lyndon B. Johnson,8359,poverty,4435,"... the administration of the poverty program by reorganizing portions of it and transferring them to other agencies. I believe, though, it will want to continue, until we have broken the back of poverty, the efforts we are now making throughout this land. I believe, and I hope the next administration--I believe they believe--that the key to success in this effort is jobs. It is work for ..."
2598,178,1969-01-14 00:00:00,Lyndon B. Johnson,15479,poverty,4435,... has grown more in the last 5 years than any other period in our Nation's history. Our wages have been the highest. Our profits have been the best. This prosperity has enabled millions to escape the poverty that they would have otherwise had the last few years. I think also you will be very glad to hear that the Secretary of the Treasury informs me tonight that in 1968 in our balance of ...
2599,178,1969-01-14 00:00:00,Lyndon B. Johnson,755,poverty,4435,"... could be. Most of the great events in his Presidency are part of a larger sequence extending back through several years and extending back through several other administrations. Urban unrest, poverty, pressures on welfare, education of our people, law enforcement and law and order, the continuing crisis in the Middle East, the conflict in Vietnam, the dangers of nuclear war, the great ..."
2600,178,1969-01-14 00:00:00,Lyndon B. Johnson,7647,poverty,4435,"... our children and their families from the costs of catastrophic illness. As we pass on from medicine, I think nothing is clearer to the Congress than the commitment that the Congress made to end poverty. Congress expressed it well, I think, in 1964, when they said: ""It is the policy of the United States to eliminate the paradox of poverty in the midst of plenty in this nation."" This is the ..."
2601,178,1969-01-14 00:00:00,Lyndon B. Johnson,7785,poverty,4435,"... Congress than the commitment that the Congress made to end poverty. Congress expressed it well, I think, in 1964, when they said: ""It is the policy of the United States to eliminate the paradox of poverty in the midst of plenty in this nation."" This is the richest nation in the world. The antipoverty program has had many achievements. It also has some failures. But we must not cripple it ..."
2602,178,1969-01-14 00:00:00,Lyndon B. Johnson,7883,poverty,4435,"... think, in 1964, when they said: ""It is the policy of the United States to eliminate the paradox of poverty in the midst of plenty in this nation."" This is the richest nation in the world. The antipoverty program has had many achievements. It also has some failures. But we must not cripple it after only 3 years of trying to solve the human problems that have been with us and have been ..."
